AG006_Contig01	44555.5	not_secreted_protein	AG006_g1.t1
AG006_Contig01	45528.0	not_secreted_protein	AG006_g2.t1
AG006_Contig01	48071.0	not_secreted_protein	AG006_g3.t1
AG006_Contig01	50168.0	not_secreted_protein	AG006_g4.t1
AG006_Contig01	51587.0	not_secreted_protein	AG006_g5.t1
AG006_Contig01	52535.5	not_secreted_protein	AG006_g7.t1
AG006_Contig01	55040.5	not_secreted_protein	AG006_g8.t1
AG006_Contig01	58382.0	not_secreted_protein	AG006_g9.t1
AG006_Contig01	111276.0	not_secreted_protein	AG006_g10.t1
AG006_Contig01	112354.5	not_secreted_protein	AG006_g11.t1
AG006_Contig01	113871.0	not_secreted_protein	AG006_g12.t1
AG006_Contig01	115484.5	not_secreted_protein	AG006_g13.t1
AG006_Contig01	118195.5	not_secreted_protein	AG006_g14.t1
AG006_Contig01	120144.0	not_secreted_protein	AG006_g15.t1
AG006_Contig01	123125.0	secreted_protein	AG006_g16.t1
AG006_Contig01	125367.0	not_secreted_protein	AG006_g17.t1
AG006_Contig01	125478.0	not_secreted_protein	AG006_g18.t1
AG006_Contig01	160900.5	not_secreted_protein	AG006_g19.t1
AG006_Contig01	161954.5	not_secreted_protein	AG006_g20.t1
AG006_Contig01	163684.0	not_secreted_protein	AG006_g21.t1
AG006_Contig01	165452.0	not_secreted_protein	AG006_g22.t1
AG006_Contig01	169183.0	not_secreted_protein	AG006_g23.t1,AG006_g24.t1,AG006_g25.t1
AG006_Contig01	172419.5	not_secreted_protein	AG006_g26.t1
AG006_Contig01	174496.5	not_secreted_protein	AG006_g27.t1
AG006_Contig01	175502.5	not_secreted_protein	AG006_g27.t2
AG006_Contig01	178632.5	not_secreted_protein	AG006_g28.t1
AG006_Contig01	180272.5	not_secreted_protein	AG006_g29.t1
AG006_Contig01	181024.0	not_secreted_protein	AG006_g30.t1
AG006_Contig01	186001.5	not_secreted_protein	AG006_g31.t1
AG006_Contig01	189371.0	not_secreted_protein	AG006_g32.t1
AG006_Contig01	191894.0	not_secreted_protein	AG006_g33.t1
AG006_Contig01	194782.0	not_secreted_protein	AG006_g34.t1
AG006_Contig01	196759.0	not_secreted_protein	AG006_g35.t1
AG006_Contig01	198341.0	not_secreted_protein	AG006_g36.t1
AG006_Contig01	202081.0	secreted_protein	AG006_g37.t1
AG006_Contig01	202843.5	secreted_protein	AG006_g38.t1
AG006_Contig01	205157.0	not_secreted_protein	AG006_g39.t1
AG006_Contig01	208334.0	not_secreted_protein	AG006_g40.t1
AG006_Contig01	210354.0	secreted_protein	SEC001758
AG006_Contig01	212212.0	secreted_protein	AG006_g41.t1
AG006_Contig01	222936.0	not_secreted_protein	AG006_g42.t1
AG006_Contig01	226552.0	not_secreted_protein	AG006_g43.t1
AG006_Contig01	228046.5	secreted_protein	AG006_g44.t1
AG006_Contig01	231174.5	not_secreted_protein	AG006_g45.t1
AG006_Contig01	234012.0	not_secreted_protein	AG006_g46.t1
AG006_Contig01	235903.0	not_secreted_protein	AG006_g47.t1
AG006_Contig01	238362.0	not_secreted_protein	AG006_g48.t1
AG006_Contig01	241633.0	secreted_protein	AG006_g49.t1
AG006_Contig01	244155.5	not_secreted_protein	AG006_g50.t1
AG006_Contig01	248569.0	not_secreted_protein	AG006_g51.t1
AG006_Contig01	253444.5	not_secreted_protein	AG006_g52.t1
AG006_Contig01	256849.0	not_secreted_protein	AG006_g53.t1
AG006_Contig01	259754.0	not_secreted_protein	AG006_g54.t1
AG006_Contig01	262898.0	not_secreted_protein	AG006_g55.t1
AG006_Contig01	264252.0	not_secreted_protein	AG006_g56.t1
AG006_Contig01	267669.0	not_secreted_protein	AG006_g57.t1
